objectid,title,date,format,arastirmaci,eser_adi,sayfa_no,padisah_donemi,muellif_adi,muellif_olum_tarihi,mustensih_adi,telif_tarih_hicri,telif_basim,telif_tarih_miladi,istinsah_tarihi,eser_dili,eser_alt_turu,yazin_turu,yazi_turu,baglanti_turu,baglantili_eser_adi,baglantili_eser_yazari,baglantili_eser_tarihi,baglantili_eser_dili,cilt_sayisi,yazildigi_yer,istinsah_yeri,kutupane_koleksiyon,alt_koleksiyon_numara,su_anda_kutupane,latitude,longitude,ulke,sehir,takdim_hediye,tarihsel_kapsam,tematik_kapsam,notlar,arastirmaci_notu,,
babinger_1600,Habîbü’s-siyer,,record,Necmettin SEMİZ,Habîbü’s-siyer,285-286,,Hvândemîr,,,,,,,,,,,Çeviri,Habîbü’s-siyer,"Mansûrîzâde, Hasan Fasîhî, Mustafa Nahîfî, Sa'dî Efendi, Mûsâ Dede, Feyz Efendi, Şermî Efendi, Seyyid Çelebi",1139 (1726),,,,,Türk Tarih Kurumu Kütüphanesi,nr. 2750,Türk Tarih Kurumu,39.93139844,32.85603139,Türkiye,Ankara,,,,"Sadrazam Damat İbrahim Paşa’nın emriyle Hvândemîr’in eserinin tercümesini bir yıl içinde tamamlayan ilmî heyet şu isimlerden oluşmaktadır: Mansûrîzâde, Hasan Fasîhî, Mustafa Nahîfî, Sa‘dî Efendi, Mûsâ Dede, Feyz Efendi, Şermî Efendi ve Seyyid Çelebi.",,,
babinger_1601,‘İkdü’l-cümân fî târîhi ehli’z-zamân,,record,Necmettin SEMİZ,‘İkdü’l-cümân fî târîhi ehli’z-zamân,285-286,,Aynî,1451,,,,,,,,,,Çeviri,‘İkdü’l-cümân fî târîhi ehli’z-zamân,"Mehmed Sâlim, İshak Efendi Medhî, İlmî Ahmed, Müsebbihîzâde Abdullâh, Kara Halilzâde Mehmed Sâ'id, Seyyid Hüseyn Vehbî, Nedîm Ahmed, Turşucuzâde Mehmed, Seyyid Hüseyin Vehbî, Nedîm Ahmet, Arabzâde Sâlih, Tezkireci Halîl, Sâmî Ahmed Efendi, Şâkir Hüseyn Bey, Dârendeli Mehmed, Râzîzâde, Küçük Çelebizâde İsmâ'il Âsim, İsmet Hacı Çelebi, Şeyhî Mustafâ, Mevkûfâti Hüseyin Paşazâde Mîr Mehmed, Râzîzâde Abdullâtif",,,8,,,,,,,,,,,,,"Sadrazam Damat İbrahim Paşa’nın emriyle Aynî’nin eserinin tercümesini bir yıl içinde tamamlayan ilmî heyet şu isimlerden oluşmaktadır: Mehmed Sâlim, İshak Efendi Medhî, İlmî Ahmed, Müsebbihîzâde Abdullâh, Kara Halilzâde Mehmed Sâ'id, Seyyid Hüseyn Vehbî, Nedîm Ahmed, Turşucuzâde Mehmed, Seyyid Hüseyin Vehbî, Nedîm Ahmet, Arabzâde Sâlih, Tezkireci Halîl, Sâmî Ahmed Efendi, Şâkir Hüseyn Bey, Dârendeli Mehmed, Râzîzâde, Küçük Çelebizâde İsmâ'il Âsim, İsmet Hacı Çelebi, Şeyhî Mustafâ, Mevkûfâti Hüseyin Paşazâde Mîr Mehmed, Râzîzâde Abdullâtif.",,,
babinger_1602,Düvelnâme (Fihristü’d-düvel),,record,Necmettin SEMİZ,Düvelnâme (Fihristü’d-düvel),287,,"Abdurrahmân Münîb, Râzîzâde",1743,,,,,,Osmanlı Türkçesi,,,,,,,,,,,,Hamidiyye Kütüphanesi,nu.978,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,Damad İbrâhim Paşa,Yaratılıştan-1138 (1725),Dünya Tarihi,,,,
babinger_1603,Düvelnâme (Fihristü’d-düvel),,record,Necmettin SEMİZ,Düvelnâme (Fihristü’d-düvel),287,,"Abdurrahmân Münîb, Râzîzâde",1743,,,,,,Osmanlı Türkçesi,,,,,,,,,,,,Kahire TK,214,,30.06721968,31.22713699,Mısır,Kahire,Damad İbrâhim Paşa,Yaratılıştan-1138 (1725),Dünya Tarihi,,,,
babinger_1604,"Nüzhetü’l-ahbâr fî tercemeti Hilyeti’l-ahyâr
 (Mecma‘u’l-ahbâr fî ta‘rîfi’l-ahyâr)",,record,Necmettin SEMİZ,"Nüzhetü’l-ahbâr fî tercemeti Hilyeti’l-ahyâr
 (Mecma‘u’l-ahbâr fî ta‘rîfi’l-ahyâr)",287-288,,Ahmed b. Receb,1726,,,,,,,,,,,,,,,,,,,,,,,Türkiye,İstanbul,,,Osmanlı Tarihi,,,,
babinger_1605,Ahmed b. Receb,,record,Necmettin SEMİZ,,287-288,,Ahmed b. Receb,1726,,,,,,,,,,,,,,,,,,Yahya Efendi,,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,,1131 (1719),Büyük İstanbul depremi tasvir edilmiştir.,,,,
babinger_1606,"Tezkire-i Beliğ-i Brusevî 
 (Tuhfetü’l-âsâr li-zeyli Zübdeti’l-eş‘âr)",,record,Necmettin SEMİZ,"Tezkire-i Beliğ-i Brusevî 
 (Tuhfetü’l-âsâr li-zeyli Zübdeti’l-eş‘âr)",288-289,,"İsmâ‘îl b. İbrâhîm, Belîğ-i Brusevî",1729,,,,,,,,,,,,Kâfzâde Abdulheyy,,,,,,,,,,,,,,,Tezkire,,Tezkire,,
babinger_1607,Güldeste-i Riyâz-ı İrfân ve Vefeyât-ı Dânişverân-ı Nâdiredân,1722,record,Necmettin SEMİZ,Güldeste-i Riyâz-ı İrfân ve Vefeyât-ı Dânişverân-ı Nâdiredân,288-289,III. Ahmed,"İsmâ‘îl b. İbrâhîm, Belîğ-i Brusevî",1729,,1135,1135 (1722),1722,,Osmanlı Türkçesi,,,,Zeyl,,Baldırzâde,,,,,,Viyana Milli Kütüphanesi,Flügel II no. 1248,,48.20638245,16.36692749,Avusturya,Viyana,,,Bursa'da gömülmüş olan 550 meşhur adamlar,,Yukarıdaki esere ektir. Parça-bütün olarak girilmiştir.,,
babinger_1608,Güldeste-i Riyâz-ı İrfân ve Vefeyât-ı Dânişverân-ı Nâdiredân,1722,record,Necmettin SEMİZ,Güldeste-i Riyâz-ı İrfân ve Vefeyât-ı Dânişverân-ı Nâdiredân,288-289,III. Ahmed,"İsmâ‘îl b. İbrâhîm, Belîğ-i Brusevî",1729,,1135,1135 (1722),1722,,Osmanlı Türkçesi,,,,Zeyl,,Baldırzâde,,,,,,Paris Milli Kütüphanesi,Schefer no. 1087,,48.83393323,2.375792984,Fransa,Paris,,,Bursa'da gömülmüş olan 550 meşhur adamlar,,,,
babinger_1609,Güldeste-i Riyâz-ı İrfân ve Vefeyât-ı Dânişverân-ı Nâdiredân,1722,record,Necmettin SEMİZ,Güldeste-i Riyâz-ı İrfân ve Vefeyât-ı Dânişverân-ı Nâdiredân,288-289,III. Ahmed,"İsmâ‘îl b. İbrâhîm, Belîğ-i Brusevî",1729,,1135,1135 (1722),1722,,Osmanlı Türkçesi,,,,Zeyl,,Baldırzâde,,,,,,Aşir Efendi,Nu. 264,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,,,Bursa'da gömülmüş olan 550 meşhur adamlar,,,,
babinger_1610,Güldeste-i Riyâz-ı İrfân ve Vefeyât-ı Dânişverân-ı Nâdiredân,1722,record,Necmettin SEMİZ,Güldeste-i Riyâz-ı İrfân ve Vefeyât-ı Dânişverân-ı Nâdiredân,288-289,III. Ahmed,"İsmâ‘îl b. İbrâhîm, Belîğ-i Brusevî",1729,,1135,1135 (1722),1722,,Osmanlı Türkçesi,,,,Zeyl,,Baldırzâde,,,,,,Kahire TK,215,,30.06721968,31.22713699,Mısır,Kahire,,,Bursa'da gömülmüş olan 550 meşhur adamlar,,,,
babinger_1611,Şehrengîz,,record,Necmettin SEMİZ,Şehrengîz,289,,"İsmâ‘îl b. İbrâhîm, Belîğ-i Brusevî",1729,,,,,,,,,,,,,,,3,,,,,,,,,,,,Bursa'nın güzellikleri,,,,
babinger_1612,Mi‘yârü’d-düvel ve misbârü’l-milel,,record,Necmettin SEMİZ,Mi‘yârü’d-düvel ve misbârü’l-milel,290-291,,"Hasan, Esîrî",1721,,,,,,,,,,,,,,,,,,Hekimoğlu Ali Paşa,Nu. 804,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,,17.yy,Osmanlı tarihi. II. Viyana seferinin tasviri oldukça ayrıntılıdır.,,Yazar Viyana Kuşatmasına katılmıştır.,,
babinger_1613,Mi‘yârü’d-düvel ve misbârü’l-milel,,record,Necmettin SEMİZ,Mi‘yârü’d-düvel ve misbârü’l-milel,290-291,,"Hasan, Esîrî",1721,,,,,,,,,,,,,,,,,,Es’ad Efendi,Nu. 2109,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,,17.yy,Osmanlı tarihi. II. Viyana seferinin tasviri oldukça ayrıntılıdır.,,Yazar Viyana Kuşatmasına katılmıştır.,,
babinger_1614,Mecma‘u’l-ahbâr fî ta‘rîfi’l-ahyâr,1731,record,Necmettin SEMİZ,Mecma‘u’l-ahbâr fî ta‘rîfi’l-ahyâr,291,I. Mahmud,Ahmed b. Şa‘bân,,,1143,1143 (1731),1731,,,,,,,,,,,,,,Viyana Milli Kütüphanesi,Nu. 878,,48.20638245,16.36692749,Avusturya,Viyana,I. Mahmud,,Genel Tarih,,,,
babinger_1615,Mehmed Afvî,,record,Necmettin SEMİZ,,292,,Mehmed Afvî,1732,,,,,,,,,,,,,,,,,,,,,,,,,,971-1008 (1563-1599),Osmanlı tarihi,,,,
babinger_1616,Zeyl-i Zeyl-i Atâ’î (Vekâ’i‘u’l-füzelâ),,record,Necmettin SEMİZ,Zeyl-i Zeyl-i Atâ’î (Vekâ’i‘u’l-füzelâ),292-294,,"Mehmed b. Hasan, Şeyhî",1732,,,,,,,,,Tezkire,Zeyl,,Atâ’î,,,,,,,,,,,,,,,,,,,
babinger_1617,Zeyl-i Zeyl-i Atâ’î (Vekâ’i‘u’l-füzelâ),,record,Necmettin SEMİZ,Zeyl-i Zeyl-i Atâ’î (Vekâ’i‘u’l-füzelâ),292-294,,"Mehmed b. Hasan, Şeyhî",1732,,,,,,,,,Tezkire,Zeyl,,Atâ’î,,,3 veya 2,,,Viyana Milli Kütüphanesi,no. 1236,,48.20638245,16.36692749,Avusturya,Viyana,I. Mahmud,1043-1130 (1633-1718),Eserin tamamında 1800 biyografya vardır.,,,,
babinger_1618,Zeyl-i Zeyl-i Atâ’î (Vekâ’i‘u’l-füzelâ),,record,Necmettin SEMİZ,Zeyl-i Zeyl-i Atâ’î (Vekâ’i‘u’l-füzelâ),292-294,,"Mehmed b. Hasan, Şeyhî",1732,,,,,,,,,Tezkire,Zeyl,,Atâ’î,,,4 veya 2,,,Umumiyye (?),Halis Efendi Kol.,İstanbul Üniversitesi Nadir Eserler,41.01271811,28.96183727,Türkiye,İstanbul,I. Mahmud,1043-1130 (1633-1718),Eserin tamamında 1800 biyografya vardır.,,,,
babinger_1619,Zeyl-i Zeyl-i Atâ’î (Vekâ’i‘u’l-füzelâ),,record,Necmettin SEMİZ,Zeyl-i Zeyl-i Atâ’î (Vekâ’i‘u’l-füzelâ),292-294,,"Mehmed b. Hasan, Şeyhî",1732,,,,,,,,,Tezkire,Zeyl,,Atâ’î,,,5 veya 2,,,Nuruosmaniye Kütüphanesi,no. 3312,Nuruosmaniye,41.01025877,28.97066319,Türkiye,İstanbul,I. Mahmud,1043-1130 (1633-1718),Eserin tamamında 1800 biyografya vardır.,,,,
babinger_1620,Zeyl-i Zeyl-i Atâ’î (Vekâ’i‘u’l-füzelâ),,record,Necmettin SEMİZ,Zeyl-i Zeyl-i Atâ’î (Vekâ’i‘u’l-füzelâ),292-294,,"Mehmed b. Hasan, Şeyhî",1732,,,,,,,,,Tezkire,Zeyl,,Atâ’î,,,6 veya 2,,,Hamidiyye Kütüphanesi,no. 939/41,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,I. Mahmud,1043-1130 (1633-1718),Eserin tamamında 1800 biyografya vardır.,,,,
babinger_1621,Zeyl-i Zeyl-i Atâ’î (Vekâ’i‘u’l-füzelâ),,record,Necmettin SEMİZ,Zeyl-i Zeyl-i Atâ’î (Vekâ’i‘u’l-füzelâ),292-294,,"Mehmed b. Hasan, Şeyhî",1732,,,,,,,,,Tezkire,Zeyl,,Atâ’î,,,7 veya 2,,,Beyazıt Devlet Kütüphanesi,no. 2361,Beyazıt,41.01122884,28.96551583,Türkiye,İstanbul,I. Mahmud,1043-1130 (1633-1718),Eserin tamamında 1800 biyografya vardır.,,,,
babinger_1622,Zeyl-i Zeyl-i Atâ’î (Vekâ’i‘u’l-füzelâ),,record,Necmettin SEMİZ,Zeyl-i Zeyl-i Atâ’î (Vekâ’i‘u’l-füzelâ),292-294,,"Mehmed b. Hasan, Şeyhî",1732,,,,,,,,,Tezkire,Zeyl,,Atâ’î,,,8 veya 2,,,Beşir Ağa,Nu. 479,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,I. Mahmud,1043-1130 (1633-1718),Eserin tamamında 1800 biyografya vardır.,,,,
babinger_1623,Zeyl-i Zeyl-i Atâ’î (Vekâ’i‘u’l-füzelâ),,record,Necmettin SEMİZ,Zeyl-i Zeyl-i Atâ’î (Vekâ’i‘u’l-füzelâ),292-294,,"Mehmed b. Hasan, Şeyhî",1732,,,,,,,,,Tezkire,Zeyl,,Atâ’î,,,8 veya 2,,,Ayasofya,no. 3198,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,I. Mahmud,1043-1130 (1633-1718),Eserin tamamında 1800 biyografya vardır.,,,,
babinger_1624,Takvîmü’t-tevârîh Zeyli,,record,Necmettin SEMİZ,Takvîmü’t-tevârîh Zeyli,293-294,,"Mehmed b. Hasan, Şeyhî",1732,,,,,,,,,,Zeyl,,Hacı Kalfa,,,,,,,,,,,,,,1059-1144 (1721-1896),,,,,
babinger_1625,Târîh-i Râşid,,record,Necmettin SEMİZ,Târîh-i Râşid,294-295,,Mehmed Râşid,1735,,,,,,,,,,,,,,,,,,Berlin Devlet Kütüphanesi,Nu. or 2 3337,,52.507756,13.37086122,Almanya,Berlin,,1071-1134 (1660-1721),Osmanlı tarihi,,,,
babinger_1626,Târîh-i Râşid,,record,Necmettin SEMİZ,Târîh-i Râşid,294-295,,Mehmed Râşid,1735,,,,,,,,,,,,,,,,,,British Museum,Nu. Add. 29585,,51.51953386,-0.1269388205,İngiltere,Londra,,1071-1134 (1660-1721),Osmanlı tarihi,,,,
babinger_1627,Târîh-i Râşid,,record,Necmettin SEMİZ,Târîh-i Râşid,294-295,,Mehmed Râşid,1735,,,,,,,,,,,,,,,,,,Londra Royal As. Soc.,,,51.52655867,-0.1354252442,İngiltere,Londra,,1071-1134 (1660-1721),Osmanlı tarihi,,,,
babinger_1628,Târîh-i Râşid,,record,Necmettin SEMİZ,Târîh-i Râşid,294-295,,Mehmed Râşid,1735,,,,,,,,,,,,,,,,,,Oxford Bodleian Library,Ms. Turc c.1,,51.75437187,-1.254042,İngiltere,Oxford,,1071-1134 (1660-1721),Osmanlı tarihi,,,,
babinger_1629,Târîh-i Râşid,,record,Necmettin SEMİZ,Târîh-i Râşid,294-295,,Mehmed Râşid,1735,,,,,,,,,,,,,,,,,,Petersburg Umumi Kütüphanesi,Nu. 531,,59.933403,30.33521028,Rusya,St. Petersburg,,1071-1134 (1660-1721),Osmanlı tarihi,,,,
babinger_1630,Târîh-i Râşid,,record,Necmettin SEMİZ,Târîh-i Râşid,294-295,,Mehmed Râşid,1735,,,,,,,,,,,,,,,,,,Kahire TK,170,,30.06721968,31.22713699,Mısır,Kahire,,1071-1134 (1660-1721),Osmanlı tarihi,,,,
babinger_1631,Târîh-i Râşid,,record,Necmettin SEMİZ,Târîh-i Râşid,294-295,,Mehmed Râşid,1735,,,,,,,,,,,,,,,,,,Nuruosmaniye Kütüphanesi,Nu. 3123/8; 3130,Nuruosmaniye,41.01025877,28.97066319,Türkiye,İstanbul,,1071-1134 (1660-1721),Osmanlı tarihi,,,,
babinger_1632,Târîh-i Râşid,,record,Necmettin SEMİZ,Târîh-i Râşid,294-295,,Mehmed Râşid,1735,,,,,,,,,,,,,,,,,,Beyazıt Devlet Kütüphanesi,Nu. 2363/6,Beyazıt,41.01122884,28.96551583,Türkiye,İstanbul,,1071-1134 (1660-1721),Osmanlı tarihi,,,,
babinger_1633,Târîh-i Râşid,,record,Necmettin SEMİZ,Târîh-i Râşid,294-295,,Mehmed Râşid,1735,,,,,,,,,,,,,,,,,,Damadzade Mehmed,Nu. 1434/5,Murad Molla,41.02777668,28.94734134,Türkiye,İstanbul,,1071-1134 (1660-1721),Osmanlı tarihi,,,,
babinger_1634,Târîh-i Râşid,,record,Necmettin SEMİZ,Târîh-i Râşid,294-295,,Mehmed Râşid,1735,,,,,,,,,,,,,,,,,,Es’ad Efendi,Nu. 2130/2,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,,1071-1134 (1660-1721),Osmanlı tarihi,,,,
babinger_1635,Târîh-i Râşid,,record,Necmettin SEMİZ,Târîh-i Râşid,294-295,,Mehmed Râşid,1735,,,,,,,,,,,,,,,,,,Halet Efendi Kütüphanesi,Nu. 633,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,,1071-1134 (1660-1721),Osmanlı tarihi,,,,
babinger_1636,Târîh-i Râşid,,record,Necmettin SEMİZ,Târîh-i Râşid,294-295,,Mehmed Râşid,1735,,,,,,,,,,,,,,,,,,Ragıb Paşa,Nu. 992,Ragıb Paşa,41.00917162,28.96563246,Türkiye,İstanbul,,1071-1134 (1660-1721),Osmanlı tarihi,,,,
babinger_1637,Sefîne-i Mevleviyye,,record,Necmettin SEMİZ,Sefîne-i Mevleviyye,296,,"Mustafâ, Sâkıb",1735,,,,,,,,,,,,,,,3,,,Basım 1283/1867,,,30.06721968,31.22713699,Mısır,Kahire,,,"Mevlevî dervişlerinin menkîbeleri, 140 biyografya",,,,
babinger_1638,Dîvân,,record,Necmettin SEMİZ,Dîvân,296,,Mustafâ Sâmî,1733,,,,,,,,,,,,,,,,,,Viyana,Nu. 720,,48.20638245,16.36692749,Avusturya,Viyana,,,,,,,
babinger_1639,Târîh-i Vekâyi‘,,record,Necmettin SEMİZ,Târîh-i Vekâyi‘,296-297,,Mustafâ Sâmî,1733,,,,,,,,,,,,,,,,,,Kahire TK,"170, 177",,30.06721968,31.22713699,Mısır,Kahire,,1143-1147 (1730-1734),Osmanlı tarihi,,,,
babinger_1640,Târîh-i Vekâyi‘,,record,Necmettin SEMİZ,Târîh-i Vekâyi‘,296-297,,Mustafâ Sâmî,1733,,,,,,,,,,,,,,,,,,,,,,,Türkiye,İstanbul,,1143-1147 (1730-1734),Osmanlı tarihi,,,,
babinger_1641,Sûrnâme,,record,Necmettin SEMİZ,Sûrnâme,297-298,III. Ahmed,Hüseyn Vehbî,1736,,,,,,Osmanlı Türkçesi,,,,,,,,,,,,Viyana Milli Kütüphanesi,Nu. 1092,,48.20638245,16.36692749,Avusturya,Viyana,,1132 (1729),III. Ahmed'in dört şehzâdesinin sünnet ve üçü bu sultanın kızı olmak üzere beş sultanın düğünü tasviri,,,,
babinger_1642,Sûrnâme,,record,Necmettin SEMİZ,Sûrnâme,297-298,III. Ahmed,Hüseyn Vehbî,1736,,,,,,Osmanlı Türkçesi,,,,,,,,,,,,Kahire TK,232,,30.06721968,31.22713699,Mısır,Kahire,,1132 (1729),III. Ahmed'in dört şehzâdesinin sünnet ve üçü bu sultanın kızı olmak üzere beş sultanın düğünü tasviri,,,,
babinger_1643,Sûrnâme,,record,Necmettin SEMİZ,Sûrnâme,297-298,III. Ahmed,Hüseyn Vehbî,1736,,,,,,Osmanlı Türkçesi,,,,,,,,,,,,Topkapı Sarayı,Es’ad Efendi Nu.2282,Topkapı Sarayı,41.011649,28.98341108,Türkiye,İstanbul,,1132 (1729),III. Ahmed'in dört şehzâdesinin sünnet ve üçü bu sultanın kızı olmak üzere beş sultanın düğünü tasviri,,,,
babinger_1644,Sûrnâme,,record,Necmettin SEMİZ,Sûrnâme,297-298,III. Ahmed,Hüseyn Vehbî,1736,,,,,,Osmanlı Türkçesi,,,,,,,,,,,,Hamidiyye Kütüphanesi,Nu.952,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,,1132 (1729),III. Ahmed'in dört şehzâdesinin sünnet ve üçü bu sultanın kızı olmak üzere beş sultanın düğünü tasviri,,,,
babinger_1645,Sûrnâme,,record,Necmettin SEMİZ,Sûrnâme,297-298,III. Ahmed,Hüseyn Vehbî,1736,,,,,,Osmanlı Türkçesi,,,,,,,,,,,,Mehmed Hafid,Nu.244,-,,,Türkiye,İstanbul,,1132 (1729),III. Ahmed'in dört şehzâdesinin sünnet ve üçü bu sultanın kızı olmak üzere beş sultanın düğünü tasviri,,,,
babinger_1646,Sûrnâme,,record,Necmettin SEMİZ,Sûrnâme,297-298,III. Ahmed,Hüseyn Vehbî,1736,,,,,,Osmanlı Türkçesi,,,,,,,,,,,,Millet Kütüphanesi,Ali Emiri Kol. Nu.277(414);278(417),Millet,41.01707485,28.9499245,Türkiye,İstanbul,,1132 (1729),III. Ahmed'in dört şehzâdesinin sünnet ve üçü bu sultanın kızı olmak üzere beş sultanın düğünü tasviri,,,,
babinger_1647,Sûrnâme,,record,Necmettin SEMİZ,Sûrnâme,297-298,III. Ahmed,Hüseyn Vehbî,1736,,,,,,Osmanlı Türkçesi,,,,,,,,,,,,"Üsküdar, Selim Ağa",Nu.473,Hacı Selim Ağa,41.0249358,29.01707533,Türkiye,İstanbul,,1132 (1729),III. Ahmed'in dört şehzâdesinin sünnet ve üçü bu sultanın kızı olmak üzere beş sultanın düğünü tasviri,,,,
babinger_1648,Dîvân,,record,Necmettin SEMİZ,Dîvân,297-298,,Hüseyn Vehbî,1736,,,,,,Osmanlı Türkçesi,,,,,,,,,,,,,,,,,,,,,Anıtlar ve büyük olaylar üzerine düşülen 50'den çok tarih bulunmaktadır.,,,,
babinger_1649,Nâilü’r-reşâd fî emri’l-cihâd,1732,record,Necmettin SEMİZ,Nâilü’r-reşâd fî emri’l-cihâd,298-299,I. Mahmud,"Mîrzâde Mehmed Emîn, Sâlim",1739,,1145,1145 (1732),1732,,,,,,,,,,,,,,,,,,,,,,,Cihat hakkındadır.,,,,
babinger_1650,Tezkiretü’ş-şu‘arâ,1720,record,Necmettin SEMİZ,Tezkiretü’ş-şu‘arâ,299,III. Ahmed,"Mîrzâde Mehmed Emîn, Sâlim",1739,,1133,1133 (1720),1720,,,,,,,,,,,,,,Berlin Devlet Kütüphanesi,Nu. Or. 4 1357,,52.507756,13.37086122,Almanya,Berlin,,,40 nazım ve şairden bahsedilmektedir.,,,,
babinger_1651,Tezkiretü’ş-şu‘arâ,1720,record,Necmettin SEMİZ,Tezkiretü’ş-şu‘arâ,299,III. Ahmed,"Mîrzâde Mehmed Emîn, Sâlim",1739,,1133,1133 (1720),1720,,,,,,,,,,,,,,Viyana Milli Kütüphanesi,Nu. 1242,,48.20638245,16.36692749,Avusturya,Viyana,,,40 nazım ve şairden bahsedilmektedir.,,,,
babinger_1652,Tezkiretü’ş-şu‘arâ,1720,record,Necmettin SEMİZ,Tezkiretü’ş-şu‘arâ,299,III. Ahmed,"Mîrzâde Mehmed Emîn, Sâlim",1739,,1133,1133 (1720),1720,,,,,,,,,,,,,,Millet Kütüphanesi,Halis Efendi Kol.,Millet,41.01707485,28.9499245,Türkiye,İstanbul,,,40 nazım ve şairden bahsedilmektedir.,,,,
babinger_1653,Tezkiretü’ş-şu‘arâ,1720,record,Necmettin SEMİZ,Tezkiretü’ş-şu‘arâ,299,III. Ahmed,"Mîrzâde Mehmed Emîn, Sâlim",1739,,1133,1133 (1720),1720,,,,,,,,,,,,,,Kahire TK,183,,30.06721968,31.22713699,Mısır,Kahire,,,40 nazım ve şairden bahsedilmektedir.,,,,
babinger_1654,Tezkiretü’ş-şu‘arâ,1720,record,Necmettin SEMİZ,Tezkiretü’ş-şu‘arâ,299,III. Ahmed,"Mîrzâde Mehmed Emîn, Sâlim",1739,,1133,1133 (1720),1720,,,,,,Zeyl,,Fâtin,,,,,,,,,,,,,,,"II. Mustafa, III. Ahmed hayatları ve zamanın diğer şairleri",,,,
babinger_1655,Ferhatü’l-fu’âd,1737,record,Necmettin SEMİZ,Ferhatü’l-fu’âd,299,I. Mahmud,Ömer b. Alî,1788,,1150,1150 (1737),1737,,,,,,,,,,,,,,Münih Devlet Kütüphanesi,Nu.425,,48.14761466,11.58030024,Almanya,Münih,,İmparatorluk Başlangıcı- 974 (1566),Osmanlıların ilk sultanlarına dari risale,,,,
babinger_1656,Muhammed b. Cam‘a,,record,Necmettin SEMİZ,,300,,Muhammed b. Cam‘a,,,,,,,,,,,,,,,,,,,Berlin Devlet Kütüphanesi,Ar. Yazm. Nu.9785,,52.507756,13.37086122,Almanya,Berlin,,922-1156 (1516-1743),Şam'a gelmiş olan Osmanlı Vali ve Kadıları,,,,
babinger_1657,Selîmiyye,,record,Necmettin SEMİZ,Selîmiyye,300,,Mustafâ Dâyezâde,1602,,,,,,Osmanlı Türkçesi,,,,,,,,,,,,Dr. Halil Edhem Bey'in Özel Ktp.,,-,,,Türkiye,İstanbul,,,Edirne Camisinin tarihi,,,,
babinger_1658,Selîmiyye,,record,Necmettin SEMİZ,Selîmiyye,300,,Mustafâ Dâyezâde,1602,,,,,,Osmanlı Türkçesi,,,,,,,,,,,,Türk Tarih Kurumu Kütüphanesi,,Türk Tarih Kurumu,39.93139844,32.85603139,Türkiye,Ankara,,,Edirne Camisinin tarihi,,,,
babinger_1659,Selîmiyye,,record,Necmettin SEMİZ,Selîmiyye,300,,Mustafâ Dâyezâde,1602,,,,,,Osmanlı Türkçesi,,,,,,,,,,,,Es’ad Efendi,Nu. 2283,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,,,Edirne Camisinin tarihi,,,,
babinger_1660,‘Uyûnü’l-’ulûm,,record,Necmettin SEMİZ,‘Uyûnü’l-’ulûm,300-301,,Abdurrahmân Eşref,1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babinger_1661,Mir’âtü’s-sefâ,,record,Necmettin SEMİZ,Mir’âtü’s-sefâ,301,,Abdurrahmân Eşref,1748,,,,,,Osmanlı Türkçesi,,,,,,,,,,,,Topkapı Sarayı,Revan Köşkü Kitaplığı no. 001349,Topkapı Sarayı,41.011649,28.98341108,Türkiye,İstanbul,Damad İbrâhim Paşa,,,,,,
babinger_1662,Dîvân,,record,Necmettin SEMİZ,Dîvân,301,,Abdurrahmân Eşref,1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babinger_1663,Tezkiretü’l-hikem fî tabakâti’l-ümem,1738,record,Necmettin SEMİZ,Tezkiretü’l-hikem fî tabakâti’l-ümem,301,,Abdurrahmân Eşref,1748,,1151,1151 (1738),1738,,Osmanlı Türkçesi,,,,,,,,,,,,Viyana Milli Kütüphanesi,Nu.32,,48.20638245,16.36692749,Avusturya,Viyana,,,Türkçe Ansikolpedik Mecmuası,,,,
babinger_1664,Tezkiretü’l-hikem fî tabakâti’l-ümem,1738,record,Necmettin SEMİZ,Tezkiretü’l-hikem fî tabakâti’l-ümem,301,,Abdurrahmân Eşref,1748,,1151,1151 (1738),1738,,Osmanlı Türkçesi,,,,,,,,,,,,Kahire TK,181,,30.06721968,31.22713699,Mısır,Kahire,,,Türkçe Ansikolpedik Mecmuası,,,,
babinger_1665,Tezkiretü’l-hikem fî tabakâti’l-ümem,1738,record,Necmettin SEMİZ,Tezkiretü’l-hikem fî tabakâti’l-ümem,301,,Abdurrahmân Eşref,1748,,1151,1151 (1738),1738,,Osmanlı Türkçesi,,,,,,,,,,,,Kahire,,,30.06721968,31.22713699,Mısır,Kahire,,,Türkçe Ansikolpedik Mecmuası,,,,
